ngram,Intensity/max.value,ST/max.value,SP/max.value
라도/EC;어리광/NNG,Medium,Judgment,NEG
라도/EC;어리광/NNG;을/JKO,Medium,Argument,POS
라며/EC,Medium,Argument,POS
라면/EC,Medium,Argument,POS
라면/EC;쉽/VA,Medium,Intention,NEG
라면/EC;쉽/VA;게/EC,Medium,Argument,NEG
라우/EF,Medium,Argument,POS
란/ETM,Medium,Argument,POS
란/ETM;우려/NNG,Medium,Judgment,POS
란/ETM;우려/NNG;가/JKS,Medium,Argument,NEG
랄까/EC,Low,Argument,POS
랄까/EC;보/VX,Low,Argument,NEG
랄까/EC;보/VX;아/EC,Low,Argument,NEG
러/EC,Low,Argument,POS
러/EC;가/VV,Medium,Argument,POS
러/EC;가/VV;ㅂ시당/EF,Medium,Argument,POS
러브/NNG,Low,Argument,POS
러브/NNG;스토리/NNG,Low,Argument,POS
레크리에이션/NNG,Medium,Judgment,POS
레크리에이션/NNG;이벤트/NNG,Medium,Speculation,POS
레크리에이션/NNG;이벤트/NNG;가/JKS,Medium,Judgment,POS
레포츠/NNG,Medium,Intention,POS
레포츠/NNG;로/JKB,Medium,Judgment,NEG
레포츠/NNG;로/JKB;정착/NNG,Medium,Intention,POS
려/EC,Low,Intention,POS
려고/EC,None,Intention,POS
려고/EC;하/VV,None,Argument,POS
려고/EC;하/VX,Medium,Intention,POS
려고/EC;하/VX;면/EC,Medium,Argument,POS
려는/ETM,Medium,Intention,NEG
려는/ETM;왕실/NNG,Low,Judgment,POS
려는/ETM;왕실/NNG;의/JKG,Low,Judgment,POS
려는/ETM;움직임/NNG,Medium,Argument,POS
려는/ETM;움직임/NNG;이/JKS,Medium,Judgment,POS
려는/ETM;저의/NNG,Medium,Speculation,COMP
려는/ETM;진심/NNG,Medium,Speculation,POS
려는/ETM;진심/NNG;을/JKO,Medium,Intention,POS
려다/EC,None,Intention,NEG
려면/EC,None,Others,POS
려면/EC;공부/NNG,Low,Judgment,COMP
려면/EC;공부/NNG;를/JKO,Low,Argument,POS
로/JKB,Medium,Judgment,POS
로/JKB;가/VV,Medium,Others,POS
로/JKB;가/VV;지/EF,Medium,Argument,NEG
로/JKB;가장/MAG,High,Argument,POS
로/JKB;가장/MAG;하/XSV,High,Judgment,NEG
로/JKB;국내/NNG,Medium,Judgment,POS
로/JKB;국내/NNG;기반/NNG,Medium,Argument,NEG
로/JKB;글씨/NNG,Medium,Argument,POS
로/JKB;글씨/NNG;를/JKO,Medium,Argument,POS
로/JKB;기소/NNG,High,Argument,POS
로/JKB;기억/NNG,Medium,Argument,POS
로/JKB;기억/NNG;되/XSV,Medium,Speculation,POS
로/JKB;기준/NNG,Medium,Argument,POS
로/JKB;꼽히/VV,Medium,Argument,POS
로/JKB;꽃/NNG,Medium,Judgment,POS
로/JKB;꽃/NNG;을/JKO,Medium,Judgment,POS
로/JKB;나가/VV,Low,Others,POS
로/JKB;나가/VV;고/EC,Low,Argument,POS
로/JKB;남/VV,Medium,Argument,POS
로/JKB;눈길/NNG,Medium,Judgment,POS
로/JKB;눈길/NNG;을/JKO,Medium,Judgment,POS
로/JKB;는/JX,Low,Others,POS
로/JKB;는/JX;남편/NNG,Low,Argument,NEG
로/JKB;는/JX;잘/MAG,Low,Argument,POS
로/JKB;도/JX,High,Argument,POS
로/JKB;도/JX;써먹/VV,High,Argument,POS
로/JKB;돌아서/VV,Medium,Judgment,POS
로/JKB;돌아오/VV,Medium,Argument,POS
로/JKB;둔갑/NNG,Medium,Argument,POS
로/JKB;둔갑/NNG;시키/XSV,Medium,Intention,POS
로/JKB;들/VV,Medium,Argument,POS
로/JKB;들어가/VV,Medium,Argument,POS
로/JKB;들어가/VV;는/ETM,Medium,Argument,POS
로/JKB;떠오르/VV,Medium,Argument,POS
로/JKB;뚫/VV,Medium,Argument,POS
로/JKB;뚫/VV;고/EC,Medium,Argument,POS
로/JKB;바꾸/VV,High,Judgment,POS
로/JKB;보/VV,Medium,Argument,NEG
로/JKB;보/VV;지/EC,Medium,Judgment,POS
로/JKB;보이/VV,Medium,Intention,POS
로/JKB;보이/VV;ㄴ다/EC,Medium,Argument,POS
로/JKB;삼/VV,Medium,Others,POS
로/JKB;서/VV,Medium,Argument,POS
로/JKB;서/VV;어/EC,Medium,Speculation,POS
로/JKB;선정/NNG,Medium,Judgment,POS
로/JKB;선정/NNG;되/XSV,Medium,Judgment,POS
로/JKB;송수신/NNG,Medium,Judgment,POS
로/JKB;실천/NNG,Medium,Intention,POS
로/JKB;실천/NNG;을/JKO,Medium,Argument,POS
로/JKB;아이/NNG,Medium,Intention,NEG
로/JKB;아이/NNG;마음/NNG,Medium,Judgment,POS
로/JKB;옮기/VV,Medium,Argument,NEG
로/JKB;옮기/VV;어/EC,Medium,Argument,POS
로/JKB;이어지/VV,Medium,Argument,NEG
로/JKB;읽/VV,Medium,Judgment,NEG
로/JKB;임하/VV,Medium,Argument,NEG
로/JKB;점점/MAG,Medium,Argument,POS
로/JKB;점점/MAG;고립/NNG,Medium,Argument,POS
로/JKB;정착/NNG,Medium,Judgment,POS
로/JKB;정착/NNG;시키/XSV,Medium,Intention,POS
로/JKB;지정/NNG,High,Speculation,NEG
로/JKB;집대성/NNG,Medium,Judgment,NEG
로/JKB;집대성/NNG;하/XSV,Medium,Judgment,POS
로/JKB;짜이/VV,Medium,Judgment,POS
로/JKB;치/VV,None,Intention,POS
로/JKB;치/VV;자면/EC,None,Others,POS
로/JKB;하/VV,Medium,Agreement,POS
로/JKB;하/VV;았/EP,Medium,Intention,POS
로/JKB;하/VX,Medium,Judgment,POS
로/JKB;확인/NNG,Medium,Argument,NEG
로/JKB;확인/NNG;이/JKC,Medium,Argument,POS
로/JKB;흘러가/VV,Low,Judgment,POS
로부터/JKB,Medium,Argument,POS
로부터/JKB;자유/NNG,Medium,Judgment,POS
로부터/JKB;자유/NNG;롭/XSA,Medium,Argument,POS
로서/JKB,Low,Judgment,POS
로서/JKB;의/JKG,Low,Judgment,POS
로서/JKB;의/JKG;비극/NNG,Low,Judgment,POS
롭*/XSA,Medium,Judgment,POS
롭/XSA,Medium,Judgment,POS
롭/XSA;게/EC,Medium,Argument,POS
롭/XSA;게/EC;철학/NNG,Medium,Argument,POS
롭/XSA;게/EC;풀어지/VV,High,Judgment,POS
롭/XSA;ㅁ/ETN,Low,Argument,POS
롭/XSA;지/EC,Medium,Judgment,POS
롭/XSA;지/EC;못하/VX,Medium,Argument,POS
률/XSN,High,Argument,POS
률/XSN;을/JKO,Low,Judgment,POS
률/XSN;을/JKO;낮추/VV,Medium,Argument,NEG
를/JKO,Medium,Judgment,POS
를/JKO;가꾸/VV,Medium,Judgment,POS
를/JKO;가꾸/VV;며/EC,Medium,Judgment,NEG
를/JKO;가지/VV,Medium,Intention,POS
를/JKO;가지/VV;ㄴ/ETM,Low,Argument,NEG
를/JKO;강요/NNG,Medium,Judgment,POS
를/JKO;강요/NNG;하/XSV,Medium,Judgment,NEG
를/JKO;거의/MAG,Medium,Intention,POS
를/JKO;거의/MAG;거치/VV,Medium,Judgment,POS
를/JKO;걸/VV,Medium,Argument,POS
를/JKO;걸/VV;어/EC,Medium,Judgment,COMP
를/JKO;격려/NNG,Medium,Judgment,POS
를/JKO;격려/NNG;하/XSV,Medium,Argument,COMP
를/JKO;계기/NNG,Medium,Argument,POS
를/JKO;계기/NNG;로/JKB,Medium,Argument,POS
를/JKO;계속/NNG,Medium,Judgment,POS
를/JKO;계속/NNG;하/XSV,Medium,Argument,POS
를/JKO;고객/NNG,Medium,Judgment,POS
를/JKO;고객/NNG;들/XSN,Medium,Argument,POS
를/JKO;고양/NNG,High,Judgment,NEG
를/JKO;고양/NNG;시키/XSV,High,Judgment,POS
를/JKO;구상/NNG,Low,Speculation,POS
를/JKO;구상/NNG;하/XSV,Low,Argument,POS
를/JKO;구입/NNG,Medium,Judgment,POS
를/JKO;구입/NNG;하/XSV,Medium,Judgment,POS
를/JKO;국민/NNG,Medium,Judgment,POS
를/JKO;국민/NNG;에게/JKB,Medium,Argument,COMP
를/JKO;꺼내/VV,Medium,Argument,POS
를/JKO;꺼내/VV;어/EC,Medium,Agreement,POS
를/JKO;끄덕이/VV,Medium,Judgment,POS
를/JKO;끈끈/XR,Medium,Judgment,POS
를/JKO;끈끈/XR;하/XSA,Medium,Argument,POS
를/JKO;끌/VV,Medium,Argument,POS
를/JKO;나/NP,Medium,Judgment,NEG
를/JKO;나/NP;의/JKG,Medium,Argument,POS
를/JKO;나누/VV,Medium,Emotion,NEG
를/JKO;나타내/VV,Medium,Judgment,POS
를/JKO;낳/VV,Medium,Argument,POS
를/JKO;내/VV,Medium,Intention,POS
를/JKO;내걸/VV,Medium,Judgment,POS
를/JKO;넘기/VV,Medium,Argument,POS
를/JKO;넘기/VV;고/EC,Medium,Argument,POS
를/JKO;넘어서/VV,High,Judgment,POS
를/JKO;넘어서/VV;었/EP,Low,Argument,POS
를/JKO;높이/VV,Medium,Judgment,POS
를/JKO;누리/VV,High,Others,POS
를/JKO;다/MAG,Medium,Intention,POS
를/JKO;다/MAG;바치/VV,Medium,Argument,POS
를/JKO;단절/NNG,Low,Argument,NEG
를/JKO;단절/NNG;하/XSV,Low,Emotion,POS
를/JKO;달구/VV,Medium,Judgment,NEG
를/JKO;달구/VV;는/ETM,Medium,Judgment,NEG
를/JKO;달리/VV,Medium,Argument,NEG
를/JKO;담/VV,Low,Judgment,POS
를/JKO;담/VV;도록/EC,Low,Argument,POS
를/JKO;당국/NNG,Medium,Judgment,POS
를/JKO;당국/NNG;에/JKB,Medium,Judgment,POS
를/JKO;더/MAG,Medium,Judgment,POS
를/JKO;더/MAG;많이/MAG,Low,Argument,POS
를/JKO;더/MAG;이상/NNG,Medium,Emotion,POS
를/JKO;더/MAG;하/XSV,Medium,Intention,POS
를/JKO;더욱/MAG,Medium,Argument,POS
를/JKO;더욱/MAG;강화/NNG,Medium,Judgment,POS
를/JKO;더하/VV,Medium,Argument,POS
를/JKO;던지/VV,Medium,Judgment,POS
를/JKO;던지/VV;어/EC,Medium,Judgment,POS
를/JKO;도와주/VV,Medium,Judgment,POS
를/JKO;도와주/VV;시/EP,Medium,Intention,POS
를/JKO;되찾/VV,Low,Judgment,POS
를/JKO;드러내/VV,Low,Argument,POS
를/JKO;들/VV,Medium,Argument,POS
를/JKO;들/VV;어/EC,Medium,Argument,POS
를/JKO;들/VV;어야/EC,Medium,Argument,NEG
를/JKO;들썩거리/VV,Medium,Argument,POS
를/JKO;들썩거리/VV;게/EC,Medium,Judgment,NEG
를/JKO;듬뿍/MAG,High,Argument,POS
를/JKO;듬뿍/MAG;안/VV,High,Judgment,POS
를/JKO;떠나/VV,Medium,Judgment,POS
를/JKO;떠나/VV;도록/EC,Medium,Argument,POS
를/JKO;뚫/VV,Medium,Argument,POS
를/JKO;만들/VV,Medium,Judgment,POS
를/JKO;만지/VV,Medium,Emotion,POS
를/JKO;만지/VV;어/EC,Medium,Argument,NEG
를/JKO;맛보/VV,High,Argument,NEG
를/JKO;맛보/VV;ㄹ/ETM,High,Judgment,NEG
를/JKO;맞/VV,High,Agreement,NEG
를/JKO;맞/VV;게/EC,High,Judgment,POS
를/JKO;맞추/VV,Medium,Agreement,POS
를/JKO;맞추/VV;는/ETM,Medium,Argument,POS
를/JKO;매기/VV,Medium,Argument,POS
를/JKO;매끄럽/VA,Medium,Judgment,POS
를/JKO;매끄럽/VA;게/EC,Medium,Judgment,POS
를/JKO;맴돌/VV,Medium,Argument,POS
를/JKO;모으/VV,High,Judgment,POS
를/JKO;못/MAG,Medium,Agreement,POS
를/JKO;못/MAG;잡/VV,Medium,Judgment,POS
를/JKO;무덤/NNG,Medium,Judgment,NEG
를/JKO;무덤/NNG;에서/JKB,Medium,Judgment,POS
를/JKO;물/VV,Medium,Agreement,NEG
를/JKO;밀어내/VV,Medium,Argument,NEG
를/JKO;밀어내/VV;는/ETM,Medium,Argument,POS
를/JKO;바라/VV,Low,Agreement,POS
를/JKO;바라/VV;ㅂ니다/EF,Medium,Argument,POS
를/JKO;받/VV,High,Argument,POS
를/JKO;밝히/VV,Medium,Argument,POS
를/JKO;밝히/VV;고/EC,Medium,Argument,POS
를/JKO;방불/XR,High,Judgment,POS
를/JKO;방불/XR;하/XSA,High,Judgment,POS
를/JKO;범하/VV,High,Judgment,POS
를/JKO;베풀/VV,Medium,Others,POS
를/JKO;보/VV,Medium,Argument,POS
를/JKO;보/VV;는/ETM,Medium,Judgment,NEG
를/JKO;보/VV;았/EP,Low,Argument,POS
를/JKO;본격/NNG,Low,Emotion,POS
를/JKO;본격/NNG;화/XSN,Low,Judgment,NEG
를/JKO;부르/VV,Low,Judgment,NEUT
를/JKO;부르/VV;어/EC,Low,Argument,POS
를/JKO;비추/VV,Medium,Judgment,NEUT
를/JKO;비추/VV;어/EC,Medium,Judgment,POS
를/JKO;뿜어내/VV,Medium,Argument,NEG
를/JKO;살리/VV,Medium,Argument,NEG
를/JKO;살리/VV;ㄹ/ETM,Medium,Argument,POS
를/JKO;살리/VV;어/EC,Medium,Judgment,POS
를/JKO;상징/NNG,Medium,Judgment,POS
를/JKO;상징/NNG;하/XSV,Medium,Intention,NEG
를/JKO;서/VV,Medium,Judgment,POS
를/JKO;서/VV;어/EC,Medium,Argument,NEG
를/JKO;세/NNB,Medium,Judgment,POS
를/JKO;세/NNB;세/NNB,Medium,Argument,POS
를/JKO;쌓/VV,Medium,Judgment,POS
를/JKO;쓰/VV,Low,Intention,POS
를/JKO;쓰/VV;ㄹ/ETM,Low,Argument,POS
를/JKO;아예/MAG,High,Judgment,POS
를/JKO;아예/MAG;거부/NNG,High,Agreement,POS
를/JKO;안/VV,Medium,Judgment,POS
를/JKO;알/VV,High,Argument,NEG
를/JKO;알/VV;ㄹ/ETM,High,Judgment,POS
를/JKO;양/MM,High,Argument,POS
를/JKO;양/MM;어깨/NNG,High,Judgment,POS
를/JKO;얻/VV,Medium,Judgment,POS
를/JKO;얻/VV;어/EC,Low,Judgment,POS
를/JKO;연발/NNG,Medium,Judgment,POS
를/JKO;연발/NNG;하/XSV,Medium,Emotion,POS
를/JKO;엿보/VV,Medium,Argument,POS
를/JKO;엿보/VV;ㄹ/ETM,Medium,Speculation,POS
를/JKO;옹호/NNG,Medium,Judgment,POS
를/JKO;옹호/NNG;하/XSV,Medium,Judgment,POS
를/JKO;완비/NNG,Medium,Judgment,POS
를/JKO;완비/NNG;하/XSV,Medium,Judgment,POS
를/JKO;위하/VV,Medium,Argument,POS
를/JKO;유지/NNG,Low,Judgment,NEG
를/JKO;유지/NNG;하/XSV,Low,Argument,NEUT
를/JKO;이끌/VV,Low,Argument,NEG
를/JKO;이루/VV,Medium,Argument,POS
를/JKO;이해/NNG,Medium,Judgment,POS
를/JKO;이해/NNG;하/XSV,Medium,Argument,NEG
를/JKO;인식/NNG,Medium,Judgment,POS
를/JKO;인식/NNG;하/XSV,Medium,Argument,NEG
를/JKO;일으키/VV,High,Judgment,POS
를/JKO;읽/VV,Low,Judgment,POS
를/JKO;읽/VV;고/EC,Low,Argument,NEG
를/JKO;읽/VV;다가/EC,Low,Argument,POS
를/JKO;자아내/VV,Medium,Argument,POS
를/JKO;자아내/VV;기/ETN,Medium,Judgment,POS
를/JKO;잡/VV,Medium,Judgment,POS
를/JKO;잡/VV;아/EC,Medium,Argument,POS
를/JKO;잡/VV;지/EC,Medium,Argument,POS
를/JKO;잡아가/VV,Medium,Judgment,POS
를/JKO;재연/NNG,Medium,Speculation,NEG
를/JKO;재연/NNG;하/XSV,Medium,Judgment,POS
를/JKO;재현/NNG,Medium,Argument,NEG
를/JKO;재현/NNG;하/XSV,Medium,Judgment,POS
를/JKO;절레절레/MAG,Medium,Argument,POS
를/JKO;절레절레/MAG;흔들/VV,Medium,Argument,POS
를/JKO;제공/NNG,Medium,Judgment,POS
를/JKO;제공/NNG;하/XSV,Medium,Judgment,POS
를/JKO;제기/NNG,Medium,Judgment,POS
를/JKO;제기/NNG;하/XSV,Medium,Argument,POS
를/JKO;제치/VV,Medium,Argument,POS
를/JKO;주/VV,Medium,Judgment,POS
를/JKO;주/VV;는/ETM,Medium,Argument,POS
를/JKO;즐기/VV,Medium,Judgment,POS
를/JKO;즐기/VV;어/EC,Medium,Judgment,POS
를/JKO;짧/VA,Low,Judgment,POS
를/JKO;짧/VA;게/EC,Low,Argument,POS
를/JKO;찢/VV,High,Argument,POS
를/JKO;차지/NNG,Medium,Judgment,POS
를/JKO;차지/NNG;하/XSV,Medium,Judgment,POS
를/JKO;찾/VV,Medium,Judgment,POS
를/JKO;청/NNG,Medium,Intention,POS
를/JKO;촉망/NNG,Medium,Argument,POS
를/JKO;촉망/NNG;받/VV,Medium,Judgment,POS
를/JKO;탕감/NNG,Medium,Argument,POS
를/JKO;탕감/NNG;하/XSV,Medium,Judgment,POS
를/JKO;토하/VV,High,Judgment,POS
를/JKO;토하/VV;며/EC,High,Judgment,POS
를/JKO;판매/NNG,Medium,Argument,POS
를/JKO;판매/NNG;하/XSV,Medium,Argument,NEG
를/JKO;팔/VV,Medium,Agreement,POS
를/JKO;팔/VV;는/ETM,Medium,Argument,NEG
를/JKO;풀/VV,Medium,Judgment,POS
를/JKO;풀/VV;어/EC,Medium,Argument,POS
를/JKO;풀/VV;어야/EC,Medium,Argument,POS
를/JKO;피하/VV,Medium,Judgment,POS
를/JKO;피하/VV;아/EC,Medium,Judgment,NEG
를/JKO;하/VV,Medium,Judgment,NEUT
를/JKO;하/VV;고/EC,Medium,Intention,POS
를/JKO;하/VV;지/EC,High,Judgment,NEG
를/JKO;한층/MAG,Medium,Judgment,POS
를/JKO;한층/MAG;높이/VV,Medium,Emotion,POS
리/NNB,Medium,Judgment,POS
리/NNB;가/JKS,Medium,Emotion,POS
리/NNB;가/JKS;없/VA,Medium,Judgment,POS
리/NNB;는/JX,None,Speculation,POS
리/NNB;는/JX;없/VA,None,Others,NEG
리듬/NNG,Medium,Judgment,POS
리듬/NNG;있/VV,Medium,Judgment,NEG
리라/EF,None,Judgment,NEG
리란/ETM,High,Argument,NEG
리란/ETM;생각/NNG,High,Judgment,NEG
리란/ETM;생각/NNG;이/VCP,High,Argument,NEG
ㅁ/ETN,Medium,Judgment,NEG
ㅁ/ETN;과/JC,Low,Intention,NEG
ㅁ/ETN;과/JC;약간/NNG,Low,Emotion,POS
ㅁ/ETN;발생/NNG,Medium,Argument,POS
ㅁ/ETN;에/JKB,Medium,Judgment,POS
ㅁ/ETN;에/JKB;도/JX,None,Others,POS
ㅁ/ETN;에/JKB;빠지/VV,Medium,Judgment,NEG
ㅁ/ETN;은/JX,Medium,Judgment,POS
ㅁ/ETN;은/JX;쉽/VA,Medium,Speculation,POS
ㅁ/ETN;을/JKO,Medium,Argument,POS
ㅁ/ETN;을/JKO;넘/VV,High,Emotion,POS
ㅁ/ETN;을/JKO;더/MAG,Medium,Judgment,POS
ㅁ/ETN;을/JKO;얻/VV,Medium,Judgment,POS
ㅁ/ETN;의/JKG,Medium,Argument,POS
ㅁ/ETN;의/JKG;자연/NNG,Medium,Judgment,POS
ㅁ/ETN;이/JKS,Low,Emotion,POS
ㅁ/ETN;이/JKS;더욱/MAG,Medium,Judgment,POS
ㅁ/ETN;이/JKS;뒤섞이/VV,Low,Emotion,POS
ㅁ/ETN;이/VCP,Medium,Intention,POS
ㅁ/ETN;이/VCP;ㄴ들/EC,Medium,Intention,NEG
ㅁ/ETN;이/VCP;라는/ETM,Medium,Judgment,NEG
마/EF,Medium,Argument,NEG
마감/NNG,Medium,Argument,POS
마감/NNG;에/JKB,Medium,Argument,COMP
마감/NNG;에/JKB;어쩌/VV,Medium,Argument,POS
마냥/MAG,Medium,Judgment,POS
마냥/MAG;허구/NNG,Medium,Judgment,COMP
마냥/MAG;허구/NNG;이/VCP,Medium,Judgment,POS
마다/JX,Medium,Argument,POS
마다/JX;돌아앉/VV,Medium,Argument,POS
마다/JX;돌아앉/VV;아/EC,Medium,Argument,NEG
마다/JX;에/JKB,Medium,Judgment,POS
마다/JX;에/JKB;묻/VV,Medium,Judgment,NEG
마당/NNG,Medium,Argument,POS
마당/NNG;에/JKB,Medium,Judgment,POS
마당/NNG;에/JKB;참여/NNG,Medium,Argument,NEG
마땅/XR,High,Intention,POS
마땅/XR;하/XSA,High,Judgment,POS
마련/NNB,Low,Judgment,NEG
마련/NNB;이/VCP,Low,Intention,POS
마렵/VA,Medium,Judgment,POS
마리산/NNP,High,Judgment,NEG
마리산/NNP;의/JKG,High,Judgment,POS
마리산/NNP;의/JKG;정기/NNG,High,Judgment,POS
마비/NNG,Medium,Argument,POS
마비/NNG;되/XSV,Medium,Argument,POS
마비/NNG;되/XSV;고/EC,Medium,Argument,NEG
마시/VV,Medium,Judgment,POS
마시/VV;고/EC,Medium,Judgment,POS
마시/VV;고/EC;물/NNG,Medium,Judgment,NEG
마약/NNG,High,Judgment,POS
마약/NNG;중독/NNG,High,Argument,POS
마음/NNG,Medium,Judgment,POS
마음/NNG;대로/JX,Low,Judgment,POS
마음/NNG;에/JKB,Medium,Judgment,POS
마음/NNG;에/JKB;고통/NNG,Medium,Judgment,NEG
마음/NNG;에/JKB;있/VV,Medium,Judgment,POS
마음/NNG;을/JKO,Medium,Argument,POS
마음/NNG;을/JKO;끝/NNG,Medium,Argument,POS
마음/NNG;을/JKO;나누/VV,Medium,Agreement,POS
마음/NNG;을/JKO;닫/VV,High,Emotion,POS
마음/NNG;을/JKO;사로잡/VV,Medium,Judgment,POS
마음/NNG;을/JKO;이야기/NNG,Medium,Judgment,POS
마음/NNG;의/JKG,Medium,Judgment,POS
마음/NNG;의/JKG;고향/NNG,Medium,Judgment,NEG
마음/NNG;의/JKG;여백/NNG,Medium,Argument,POS
마음/NNG;이/JKS,Medium,Argument,POS
마음/NNG;이/JKS;상쾌/XR,Medium,Emotion,POS
마음/NNG;이/JKS;환하/VA,Medium,Judgment,POS
마음껏/MAG,Medium,Argument,POS
마음껏/MAG;울/VV,Medium,Emotion,POS
마음껏/MAG;울/VV;시/EP,Medium,Argument,POS
마음먹/VV,Low,Argument,POS
마음먹/VV;고/EC,Low,Emotion,POS
마음먹/VV;고/EC;있/VX,Low,Argument,POS
마인드/NNG,Medium,Judgment,POS
마저/JX,None,Judgment,POS
마저/JX;나돌/VV,Medium,Judgment,POS
마주치/VV,Low,Argument,POS
마주치/VV;ㄴ/ETM,Low,Judgment,NEG
마주치/VV;ㄴ/ETM;여자/NNG,Low,Argument,POS
마지막/NNG,Medium,Judgment,POS
마지막/NNG;기회/NNG,Medium,Emotion,POS
마지막/NNG;기회/NNG;이/VCP,Medium,Judgment,POS
마지못하/VA,None,Agreement,POS
마찬가지/NNG,Medium,Judgment,POS
마찬가지/NNG;이/VCP,Medium,Judgment,NEG
마침/MAG,None,Others,NEG
막/NNG,Medium,Judgment,NEG
막/NNG;을/JKO,Medium,Judgment,POS
막/NNG;을/JKO;올리/VV,Medium,Judgment,POS
막/VV,Medium,Argument,POS
막/VV;는/ETM,Medium,Judgment,NEG
막/VV;는/ETM;사슬/NNG,Medium,Argument,POS
막/VV;아/EC,Medium,Argument,POS
막/VV;아/EC;버리/VX,Medium,Argument,NEG
막/VV;을/ETM,Medium,Argument,NEG
막/VV;을/ETM;수단/NNG,Medium,Judgment,NEG
막다르/VA,Medium,Judgment,POS
막대/XR,Medium,Judgment,NEG
막대/XR;하/XSA,Medium,Argument,NEG
막막/XR,Medium,Argument,NEG
막막/XR;하/XSA,Medium,Judgment,POS
막막/XR;하/XSA;다/EF,Medium,Argument,POS
막중/XR,Medium,Judgment,POS
막중/XR;하/XSA,Medium,Emotion,NEG
막히/VV,Medium,Judgment,POS
막히/VV;ㄴ/ETM,Medium,Judgment,NEG
막히/VV;ㄴ/ETM;언로/NNG,Medium,Judgment,POS
만/JX,None,Judgment,NEG
만/JX;가지/VV,None,Others,POS
만/JX;가지/VV;고/EC,None,Others,POS
만/JX;같/VA,High,Judgment,POS
만/JX;나오/VV,Medium,Argument,POS
만/JX;나오/VV;면/EC,Medium,Argument,POS
만/JX;남/VV,High,Emotion,POS
만/JX;남/VV;게/EC,High,Judgment,POS
만/JX;도/JX,Medium,Judgment,NEG
만/JX;도/JX;아니/VCN,Medium,Judgment,POS
만/JX;먹/VV,Medium,Speculation,POS
만/JX;먹/VV;으려고/EC,Medium,Argument,POS
만/JX;벗어나/VV,Medium,Judgment,POS
만/JX;벗어나/VV;지/EC,Medium,Argument,POS
만/JX;보/VV,High,Argument,NEG
만/JX;보/VV;는/ETM,Medium,Judgment,POS
만/JX;보/VV;ㄹ/ETM,High,Judgment,POS
만/JX;보이/VV,Medium,Judgment,NEG
만/JX;보이/VV;ㄴ다/EF,Medium,Argument,POS
만/JX;빠지/VV,Medium,Judgment,NEG
만/JX;빠지/VV;면/EC,Medium,Argument,POS
만/JX;아니/VCN,None,Argument,NEG
만/JX;아니/VCN;라/EC,None,Judgment,POS
만/JX;으로/JKB,High,Judgment,POS
만/JX;으로/JKB;가슴/NNG,High,Emotion,POS
만/JX;은/JX,Medium,Argument,POS
만/JX;은/JX;아니/VCN,Medium,Judgment,NEG
만/JX;을/JKO,Medium,Judgment,POS
만/JX;을/JKO;고집/NNG,Medium,Judgment,NEG
만/JX;을/JKO;흡수/NNG,Medium,Judgment,POS
만/JX;이/JKC,None,Argument,POS
만/JX;이/JKC;아니/VCN,None,Others,POS
만/JX;이/JKS,Medium,Judgment,POS
만/JX;이/JKS;위기/NNG,Medium,Argument,POS
만/JX;이/VCP,Medium,Judgment,POS
만/JX;이/VCP;라도/EC,Medium,Argument,POS
만/JX;일삼/VV,Low,Intention,NEG
만/JX;전념/NNG,Medium,Judgment,NEG
만/JX;전념/NNG;하/XSV,Medium,Judgment,POS
만/JX;참/VV,Medium,Argument,NEG
만/JX;참/VV;고/EC,Medium,Intention,POS
만/JX;하/VV,Low,Judgment,POS
만/JX;하/VV;아도/EC,Low,Argument,POS
만/JX;하/VX,None,Argument,NEG
만/JX;환불/NNG,Medium,Argument,POS
만/JX;환불/NNG;하/XSV,Medium,Judgment,NEG
만/JX;활성/NNG,Medium,Argument,POS
만/JX;활성/NNG;화/XSN,Medium,Argument,POS
만/NNB,Medium,Judgment,NEG
만/NNB;하/XSA,Medium,Judgment,NEG
만/NNB;하/XSA;ㄴ/ETM,High,Judgment,POS
만/NR,High,Judgment,POS
만/NR;여/XSN,Medium,Argument,NEG
만/NR;여/XSN;달러/NNB,Medium,Judgment,POS
만/NR;원/NNG,High,Judgment,NEG
만/NR;원/NNG;을/JKO,Low,Judgment,NEG
만/NR;원/NNG;의/JKG,High,Judgment,NEG
만나/VV,Medium,Judgment,POS
만나/VV;ㄹ/ETM,Medium,Judgment,POS
만나/VV;ㄹ/ETM;수/NNB,Medium,Judgment,POS
만능/NNG,Medium,Judgment,POS
만능/NNG;조리기/NNG,Medium,Judgment,NEG
만능/NNG;조리기/NNG;보다/JKB,Medium,Judgment,POS
만들/VV,Medium,Judgment,POS
만들/VV;는/ETM,Medium,Argument,POS
만들/VV;는/ETM;것/NNB,Medium,Argument,POS
만들/VV;시/EP,Medium,Argument,POS
만들/VV;시/EP;고/EC,Medium,Argument,POS
만들/VV;어/EC,Medium,Judgment,POS
만들/VV;어/EC;내/VX,Medium,Judgment,POS
만들/VV;어야/EC,Low,Judgment,NEG
만들/VV;어야/EC;겠/EP,Low,Argument,POS
만들/VV;었/EP,Medium,Argument,POS
만들/VV;었/EP;죠/EF,Medium,Argument,POS
만만찮/VA,Medium,Judgment,POS
만물/NNG,Medium,Argument,POS
만물/NNG;이/JKS,Medium,Judgment,POS
만물/NNG;이/JKS;공존/NNG,Medium,Argument,POS
만족/NNG,Medium,Judgment,POS
만족/NNG;하/XSA,Medium,Judgment,POS
